"GC-GM"|Yes|"39878470"|"75535906"
"GM"|No |"39878470"|"75535907"
"SC-SM"|No |"39878470"|"75535908"
"GM"|No |"39878471"|"75535909"
"ML"|Yes|"39878471"|"75535910"
"SM"|No |"39878471"|"75535911"
"CL"|Yes|"39878472"|"75535912"
"GC"|No |"39878472"|"75535913"
"GC-GM"|No |"39878472"|"75535914"
"SC-SM"|No |"39878472"|"75535915"
"GC"|No |"39878473"|"75535916"
"GC-GM"|Yes|"39878473"|"75535917"
"GM"|No |"39878473"|"75535918"
"SC-SM"|No |"39878473"|"75535919"
"GC"|No |"39878474"|"75535920"
"GC-GM"|Yes|"39878474"|"75535921"
"GM"|No |"39878474"|"75535922"
"SC-SM"|No |"39878474"|"75535923"
"GC"|No |"39878475"|"75535924"
"GC-GM"|Yes|"39878475"|"75535925"
"GM"|No |"39878475"|"75535926"
"SC-SM"|No |"39878475"|"75535927"
"CL"|Yes|"39878476"|"75535928"
"GC"|No |"39878476"|"75535929"
"GC-GM"|No |"39878476"|"75535930"
"SC-SM"|No |"39878476"|"75535931"
"ML"|Yes|"39878477"|"75535932"
"SM"|No |"39878477"|"75535933"
"GM"|No |"39878477"|"75535934"
"CL-ML"|No |"39878478"|"75535935"
"ML"|No |"39878478"|"75535936"
"SC-SM"|No |"39878478"|"75535937"
"SM"|No |"39878478"|"75535938"
"CL"|Yes|"39878478"|"75535939"
"CL-ML"|No |"39878479"|"75535940"
"ML"|Yes|"39878479"|"75535941"
"SC-SM"|No |"39878479"|"75535942"
"SM"|No |"39878479"|"75535943"
"GM"|No |"39878480"|"75535944"
"GW"|No |"39878480"|"75535945"
"SM"|Yes|"39878480"|"75535946"
"SW"|No |"39878480"|"75535947"
"ML"|No |"39878481"|"75535948"
"SM"|Yes|"39878481"|"75535949"
"ML"|No |"39878482"|"75535950"
"SM"|Yes|"39878482"|"75535951"
"ML"|No |"39878483"|"75535952"
"SM"|Yes|"39878483"|"75535953"
"ML"|Yes|"39878484"|"75535954"
"SM"|No |"39878484"|"75535955"
"ML"|Yes|"39878485"|"75535956"
"ML"|No |"39878486"|"75535957"
"CL"|Yes|"39878486"|"75535958"
"CL-ML"|No |"39878486"|"75535959"
"CL"|Yes|"39878487"|"75535960"
"CL-ML"|No |"39878487"|"75535961"
"ML"|No |"39878487"|"75535962"
"ML"|Yes|"39878488"|"75535963"
"ML"|No |"39878489"|"75535964"
"CL"|Yes|"39878489"|"75535965"
"CL-ML"|No |"39878489"|"75535966"
"CL"|Yes|"39878490"|"75535967"
"CL-ML"|No |"39878490"|"75535968"
"ML"|No |"39878490"|"75535969"
"CL"|No |"39878491"|"75535970"
"GC"|Yes|"39878491"|"75535971"
"GM"|No |"39878491"|"75535972"
"ML"|No |"39878491"|"75535973"
"ML"|Yes|"39878492"|"75535974"
"ML"|No |"39878493"|"75535975"
"CL"|Yes|"39878493"|"75535976"
"CL-ML"|No |"39878493"|"75535977"
"CL"|Yes|"39878494"|"75535978"
"CL-ML"|No |"39878494"|"75535979"
"ML"|No |"39878494"|"75535980"
"CL"|No |"39878495"|"75535981"
"ML"|Yes|"39878495"|"75535982"
"ML"|Yes|"39878496"|"75535983"
"OL"|No |"39878496"|"75535984"
"CL"|No |"39878498"|"75535985"
"ML"|Yes|"39878498"|"75535986"
"CL"|No |"39878499"|"75535987"
"ML"|Yes|"39878499"|"75535988"
"CL"|No |"39878501"|"75535989"
"ML"|Yes|"39878501"|"75535990"
"ML"|Yes|"39878502"|"75535991"
"OL"|No |"39878502"|"75535992"
"ML"|Yes|"39878503"|"75535993"
"OL"|No |"39878503"|"75535994"
"CL"|No |"39878505"|"75535995"
"ML"|Yes|"39878505"|"75535996"
"CL"|No |"39878506"|"75535997"
"ML"|Yes|"39878506"|"75535998"
"PT"|Yes|"39878507"|"75535999"
"CL"|Yes|"39878508"|"75536000"
"CL-ML"|No |"39878508"|"75536001"
"ML"|Yes|"39878509"|"75536002"
"OL"|No |"39878509"|"75536003"
"CL"|Yes|"39878510"|"75536004"
"CL-ML"|No |"39878510"|"75536005"
"ML"|No |"39878510"|"75536006"
"CL-ML"|No |"39878512"|"75536007"
"GM"|No |"39878512"|"75536008"
"ML"|No |"39878512"|"75536009"
"SM"|No |"39878512"|"75536010"
"SC-SM"|Yes|"39878512"|"75536011"
"CL-ML"|No |"39878513"|"75536012"
"GM"|No |"39878513"|"75536013"
"ML"|No |"39878513"|"75536014"
"SM"|No |"39878513"|"75536015"
"SC-SM"|Yes|"39878513"|"75536016"
"GM"|No |"39878514"|"75536017"
"GW"|No |"39878514"|"75536018"
"GW-GM"|No |"39878514"|"75536019"
"SW-SM"|Yes|"39878514"|"75536020"
"SC-SM"|Yes|"39878515"|"75536021"
"CL-ML"|No |"39878515"|"75536022"
"GM"|No |"39878515"|"75536023"
"ML"|No |"39878515"|"75536024"
"SM"|No |"39878515"|"75536025"
"CL-ML"|No |"39878516"|"75536026"
"GM"|No |"39878516"|"75536027"
"ML"|No |"39878516"|"75536028"
"SM"|No |"39878516"|"75536029"
"SC-SM"|Yes|"39878516"|"75536030"
"GW"|No |"39878517"|"75536031"
"GP"|Yes|"39878517"|"75536032"
"GP"|Yes|"39878518"|"75536033"
"GW"|No |"39878518"|"75536034"
"SP"|No |"39878518"|"75536035"
"SW"|No |"39878518"|"75536036"
"CL-ML"|No |"39878519"|"75536037"
"ML"|Yes|"39878519"|"75536038"
"CL-ML"|No |"39878520"|"75536039"
"ML"|No |"39878520"|"75536040"
"SM"|No |"39878520"|"75536041"
"CL-ML"|No |"39878521"|"75536042"
"ML"|Yes|"39878521"|"75536043"
"CL-ML"|No |"39878522"|"75536044"
"ML"|Yes|"39878522"|"75536045"
"CL-ML"|No |"39878523"|"75536046"
"ML"|Yes|"39878523"|"75536047"
"CL-ML"|No |"39878524"|"75536048"
"ML"|Yes|"39878524"|"75536049"
"CL-ML"|No |"39878525"|"75536050"
"ML"|No |"39878525"|"75536051"
"SM"|No |"39878525"|"75536052"
"ML"|Yes|"39878526"|"75536053"
"CL-ML"|No |"39878526"|"75536054"
"GM"|No |"39878527"|"75536055"
"ML"|No |"39878527"|"75536056"
"SC-SM"|No |"39878527"|"75536057"
"SM"|No |"39878527"|"75536058"
"CL"|Yes|"39878527"|"75536059"
"CL-ML"|No |"39878528"|"75536060"
"ML"|No |"39878528"|"75536061"
"SC-SM"|No |"39878528"|"75536062"
"SM"|No |"39878528"|"75536063"
"CL"|Yes|"39878528"|"75536064"
"GM"|No |"39878529"|"75536065"
"ML"|No |"39878529"|"75536066"
"SC-SM"|No |"39878529"|"75536067"
"SM"|No |"39878529"|"75536068"
"SC"|Yes|"39878529"|"75536069"
"CH"|No |"39878530"|"75536070"
"CL"|Yes|"39878530"|"75536071"
"MH"|No |"39878530"|"75536072"
"ML"|No |"39878530"|"75536073"
"CH"|No |"39878531"|"75536074"
"CL"|Yes|"39878531"|"75536075"
"CH"|No |"39878532"|"75536076"
"CL"|Yes|"39878532"|"75536077"
